toyota,gas,two,hatchback,front,176.2,65.6,52,four,146,116,4800
toyota,gas,two,hardtop,front,176.2,65.6,52,four,146,116,4800
toyota,gas,two,hatchback,front,176.2,65.6,52,four,146,116,4800
toyota,gas,two,convertible,front,176.2,65.6,53,four,146,116,4800
toyota,gas,four,sedan,front,175.6,66.5,54.9,four,122,92,4200
toyota,diesel,four,sedan,front,175.6,66.5,54.9,four,110,73,4500
toyota,gas,four,hatchback,front,175.6,66.5,53.9,four,122,92,4200
toyota,gas,four,sedan,front,175.6,66.5,54.9,four,122,92,4200
toyota,gas,four,hatchback,front,175.6,66.5,53.9,four,122,92,4200
toyota,gas,two,hatchback,front,183.5,67.7,52,six,171,161,5200
toyota,gas,two,hatchback,front,183.5,67.7,52,six,171,161,5200
toyota,gas,four,sedan,front,187.8,66.5,54.1,six,171,156,5200
toyota,gas,four,wagon,front,187.8,66.5,54.1,six,161,156,5200
volkswagen,diesel,two,sedan,front,171.7,65.5,55.7,four,97,52,4800
volkswagen,gas,two,sedan,front,171.7,65.5,55.7,four,109,85,5250
volkswagen,diesel,four,sedan,front,171.7,65.5,55.7,four,97,52,4800
volkswagen,gas,four,sedan,front,171.7,65.5,55.7,four,109,85,5250
volkswagen,gas,four,sedan,front,171.7,65.5,55.7,four,109,85,5250
volkswagen,diesel,four,sedan,front,171.7,65.5,55.7,four,97,68,4500
volkswagen,gas,four,sedan,front,171.7,65.5,55.7,four,109,100,5500
volkswagen,gas,two,convertible,front,159.3,64.2,55.6,four,109,90,5500
volkswagen,gas,two,hatchback,front,165.7,64,51.4,four,109,90,5500
volkswagen,gas,four,sedan,front,180.2,66.9,55.1,five,136,110,5500
volkswagen,diesel,four,sedan,front,180.2,66.9,55.1,four,97,68,4500
volkswagen,gas,four,wagon,front,183.1,66.9,55.1,four,109,88,5500
volvo,gas,four,sedan,front,188.8,67.2,56.2,four,141,114,5400
volvo,gas,four,wagon,front,188.8,67.2,57.5,four,141,114,5400
volvo,gas,four,sedan,front,188.8,67.2,56.2,four,141,114,5400
volvo,gas,four,wagon,front,188.8,67.2,57.5,four,141,114,5400
volvo,gas,four,sedan,front,188.8,67.2,56.2,four,130,162,5100
volvo,gas,four,wagon,front,188.8,67.2,57.5,four,130,162,5100
volvo,gas,four,sedan,front,188.8,68.9,55.5,four,141,114,5400
volvo,gas,four,sedan,front,188.8,68.8,55.5,four,141,160,5300
volvo,gas,four,sedan,front,188.8,68.9,55.5,six,173,134,5500
volvo,diesel,four,sedan,front,188.8,68.9,55.5,six,145,106,4800
volvo,gas,four,sedan,front,188.8,68.9,55.5,four,141,114,5400
